"Gene"	"SK_MEL_1316A_T"	"SK_MEL_1313A_T"	"SK_MEL_1306A_T"	"SK_MEL_1331A_T"	"SK_MEL_1313B_T"	"SK_MEL_1306B_T"	"SK_MEL_1331B_T"	"SK_MEL_1299A_T"	"SK_MEL_1058B_T"	"SK_MEL_1327A_T"	"SK_MEL_1330A_T"	"SK_MEL_1328A_T"	"SK_MEL_1299B_T"	"SK_MEL_1330B_T"	"SK_MEL_1327B_T"
"MTATP8P1"	34.5527419643448	20.5836124125925	20.8830104982189	52.5591064306253	27.6638722543701	21.5870379814303	144.511767828777	22.2038133468277	223.96556518941	22.4991256684293	64.9043481920196	16.6375340151616	11.3443648507426	58.1808702501272	8.81647168452375
"MTATP6P1"	172331.30693657	99664.3265897422	174736.320451401	240860.568125308	178717.836053982	90640.2505809254	448201.101706577	34809.6013780785	17081.2210824992	97301.5597032442	329307.973036772	149121.177532017	32450.9338010442	154739.856470439	48222.4265844763
"RP5-857K21.11"	28900.900600177	13720.8835630311	12754.9796295208	24268.0538539507	38852.3716994709	8220.19518720463	52108.654183725	9377.69516775056	2571.32984767078	14336.033800911	33284.804162816	25090.4411407396	8458.35843271368	35749.9070429243	10715.6866265649
"WBP1LP6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CICP3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RNU6-1199P"	0	0	0	0	0	0	0	0	0	0	0	0	0.756290990049506	1.11886288942552	0
"RP11-206L10.4"	0	0	0	0	0	0	0	0	0	0	1.85440994834342	0	0	0	0
"FAM87B"	0	1.52471203056241	1.81591395636686	0.890832312383479	1.53688179190945	0.744380620049319	0	5.97794974722283	8.54830401486296	3.06806259114946	0	2.0796917518952	9.83178287064358	1.11886288942552	0.734705973710312
"LINC00115"	72.0671475256335	89.9580098031819	125.298062989313	95.3190574250323	41.4958083815551	116.867757347743	103.018289937346	45.2616195146871	126.514899419972	121.699816115595	111.264596900605	74.8689030682271	38.5708404925248	126.431506505084	105.062954240575
"FAM41C"	0.987221198981281	2.28706804584361	2.72387093455029	0.890832312383479	0	5.95504496039456	2.86161916492627	0.853992821031833	0.854830401486296	3.06806259114946	3.70881989668683	0	3.78145495024753	0	4.40823584226187
"TUBB8P11"	0	0.762356015281203	1.81591395636686	0	0	9.67694806064115	1.43080958246314	0	0.854830401486296	1.02268753038315	0	0	0	0	0.734705973710312
"RP11-54O7.16"	10.8594331887941	3.81178007640601	14.5273116509349	16.9258139352861	15.3688179190945	8.93256744059183	11.4464766597051	3.41597128412733	48.7253328847189	27.6125633203451	1.85440994834342	7.27892113163319	4.53774594029704	69.3694991443824	16.8982373953372
"RP11-54O7.1"	22.7060875765695	38.1178007640601	60.8331175382899	31.1791309334218	3.0737635838189	72.204920144784	50.0783353862098	12.8098923154775	132.498712230376	140.108191662492	11.1264596900605	5.19922937973799	19.6635657412872	306.568431702593	78.6135391870034
"RP11-54O7.2"	0	0.762356015281203	0	0	0	0	0	0	0.854830401486296	1.02268753038315	0	0	0	1.11886288942552	0
"RP11-54O7.3"	177.699815816631	1.52471203056241	14.5273116509349	0.890832312383479	0	17.8651348811837	74.4020982880831	0	1.70966080297259	119.654441054829	255.908572871392	161.176110771878	0	38.0413382404678	1.46941194742062
"RP11-54O7.17"	79.9649171174837	245.478636920547	563.841283451911	48.9957771810914	58.401508092559	398.988012346435	107.310718684735	386.004755106389	92.32168336052	168.74344251322	57.4867083986459	34.3149139062708	309.323014930248	391.602011298933	55.8376540019837
"RP11-54O7.10"	175.725373418668	303.417694081919	335.944081927869	530.04522586817	3540.97564855937	178.651348811837	268.99220150307	148.594750859539	368.431903040594	158.516567209389	163.188075454221	1084.55924861335	122.51914038802	271.883682130402	133.716487215277
"RP11-54O7.11"	0.987221198981281	0	0	0	1.53688179190945	0	0	3.41597128412733	4.27415200743148	1.02268753038315	0	1.0398458759476	3.78145495024753	4.47545155770209	5.14294181597219
"RP11-54O7.14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-54O7.18"	0	0	17.2511825854852	1.78166462476696	0	2.23314186014796	7.15404791231568	3.41597128412733	0.854830401486296	2.0453750607663	0	0	2.26887297014852	1.11886288942552	2.93882389484125
"LINC01342"	8.88499079083153	0	0	0	0	1.48876124009864	5.72323832985254	0	0	6.13612518229891	16.6896895350908	0	0	0	0
"MIR429"	0.987221198981281	0	0	0	0	0	1.43080958246314	0	0	1.02268753038315	1.85440994834342	0	0	0	0.734705973710312
"RP11-465B22.8"	20.7316451786069	0	0.907956978183431	0	0	2.23314186014796	10.015667077242	0.853992821031833	0	31.7033134418777	7.41763979337367	12.4781505113712	0	4.47545155770209	2.20411792113094
"TTLL10-AS1"	0.987221198981281	0.762356015281203	0	1.78166462476696	0	0	0	2.5619784630955	0	4.09075012153261	0	0	1.51258198009901	0	0
"FAM132A"	28.6294147704571	33.5436646723729	75.3604291892248	100.664051299333	69.1596806359252	32.0083666621207	181.712816972818	22.2038133468277	11.9676256208081	39.8848136849429	51.9234785536157	48.8727561695371	16.6384017810891	60.4185960289782	13.9594135004959
"RP5-902P8.12"	15.7955391837005	13.7224082750617	37.2262361055207	26.7249693715044	1.53688179190945	10.4213286806905	22.8929533194102	20.495827704764	9.40313441634925	33.748688502644	25.9617392768078	8.31876700758079	24.9576026716337	25.733846456787	25.7147090798609
"RP5-902P8.10"	123.40264987266	67.8496853600271	49.9376338000887	108.681542110784	7.68440895954724	55.0841658836496	85.8485749477882	55.5095333670691	71.8057537248489	88.9738151433342	176.168945092625	32.2352221543756	86.2171728656437	73.8449507020845	51.4294181597219
"MIR6726"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP5-890O3.9"	201.393124592181	131.887590643648	251.50408295681	171.930636290012	0	282.120254998692	268.99220150307	171.652557027398	248.755646832512	289.420571098432	200.276274421089	43.6735267897991	223.105842064604	326.707963712253	321.801216485117
"RP5-890O3.3"	0	0	1.81591395636686	0	0	0	0	0.853992821031833	0	2.0453750607663	0	0	2.26887297014852	0	3.67352986855156
"RN7SL657P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP4-758J18.13"	411.671239975194	458.938321199284	627.398271924751	356.332924953392	261.269904624606	585.083167358765	490.767686784856	216.914176542086	136.772864237807	777.242523091195	712.093420163872	457.532185416943	231.425042955149	657.891378982207	732.501855789181
"RP4-758J18.7"	0	0	0.907956978183431	0	0	4.46628372029592	0	0	0.854830401486296	6.13612518229891	7.41763979337367	20.796917518952	3.02516396019803	3.35658866827657	16.1635314216269
"RP4-758J18.10"	68.1182627297084	17.5341883514677	39.0421500618875	39.1966217448731	19.9794632948228	51.362262783403	42.9242874738941	13.6638851365093	9.40313441634925	41.9301887457092	105.701367055575	69.6696736884891	9.83178287064358	38.0413382404678	30.8576508958331
"RP11-345P4.11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-345P4.9"	308.01301408216	427.681724572755	617.410745164733	593.294320047397	442.621956069921	336.460040262292	446.412589728498	458.594144894094	385.528511070319	532.820203329622	521.0891954845	387.862511728454	397.052769775991	501.250574462634	539.274184703369
"RP11-345P4.10"	13.8210967857379	1.52471203056241	21.7909674764023	22.270807809587	3.0737635838189	22.3314186014796	40.0626683089678	8.53992821031833	9.40313441634925	24.5445007291956	40.7970188635552	35.3547597822184	7.56290990049506	20.1395320096594	33.061768816964
"MMP23A"	0	1.52471203056241	1.81591395636686	0.890832312383479	0	0	1.43080958246314	0.853992821031833	8.54830401486296	4.09075012153261	0	4.15938350379039	2.26887297014852	8.95090311540418	2.20411792113094
"RP1-283E3.8"	170.789267423762	202.7867000648	69.0047303419408	111.354039047935	9.22129075145669	255.322552676917	204.605770292228	333.911193023447	156.433963471992	362.031385755636	280.015902199856	72.7892113163319	321.42367077104	430.762212428826	434.945936436505
"RP1-283E3.4"	4.9361059949064	3.04942406112481	0	1.78166462476696	1.53688179190945	7.44380620049319	14.3080958246314	3.41597128412733	3.41932160594518	7.15881271268206	7.41763979337367	0	0.756290990049506	4.47545155770209	5.8776477896825
"RP1-140A9.1"	15.7955391837005	22.8706804584361	12.711397694568	50.7774418058583	29.2007540462795	8.18818682054251	67.2480503757674	6.83194256825466	11.9676256208081	42.9528762760924	1.85440994834342	4.15938350379039	6.80661891044556	30.2092980144891	36.0005927118053
"RP11-547D24.3"	0	0	0	0	0	0	0	0	0	0	5.56322984503025	0	0	0	0
"RP5-892K4.1"	0.987221198981281	0	0	0	0	0	1.43080958246314	0.853992821031833	0	0	0	0	0	3.35658866827657	1.46941194742062
"RP11-181G12.2"	15.7955391837005	24.3953924889985	25.4227953891361	24.0524724343539	18.4425815029134	20.8426573613809	24.3237629018733	30.743741557146	5.98381281040407	14.3176254253641	5.56322984503025	21.8367633948996	28.7390576218812	15.6640804519573	18.3676493427578
"RP11-181G12.4"	41.4632903572138	8.38591616809323	4.53978489091716	15.1441493105191	0	14.1432317809371	24.3237629018733	6.83194256825466	4.27415200743148	44.9982513368587	165.042485402564	13.5179963873188	8.31920089054457	24.6149835673615	6.61235376339281
"RP4-713A8.1"	4.9361059949064	3.04942406112481	8.17161280365088	14.2533169981357	0	20.0982767413316	1.43080958246314	0.853992821031833	0	0	3.70881989668683	1.0398458759476	0.756290990049506	3.35658866827657	2.20411792113094
"RP4-740C4.5"	172.763709821724	105.967486124087	134.377632771148	258.341370591209	81.4547349712008	290.308441819235	216.052246951934	144.32478675438	239.352512416163	105.336815629465	165.042485402564	93.5861288352839	127.813177318367	327.826826601678	74.9400093184518
"RP4-740C4.7"	35.5399631633261	76.9979575434015	98.0593536438106	48.1049448687079	55.3277445087401	79.6487263452772	108.741528267198	23.9117989888913	31.6287248549929	37.8394386241766	76.0308078820801	79.0282865720175	41.5960044527228	54.8242815818506	47.02118231746
"RP3-395M20.2"	6.91054839286896	0	4.53978489091716	0.890832312383479	0	2.23314186014796	0	0	0	3.06806259114946	5.56322984503025	1.0398458759476	0.756290990049506	0	0
"RP3-395M20.3"	1.97444239796256	0.762356015281203	1.81591395636686	0.890832312383479	0	0.744380620049319	2.86161916492627	2.5619784630955	1.70966080297259	4.09075012153261	5.56322984503025	0	0.756290990049506	0	0
"RP3-395M20.7"	450.172866735464	166.193611331302	46.305805887355	900.631467819698	19.9794632948228	539.675949535757	718.266410396494	37.5756841254006	638.558309910263	41.9301887457092	14.8352795867473	177.813644787039	35.5456765323268	21.2583948990849	16.8982373953372
"RP3-395M20.9"	156.968170638024	90.7203658184631	30.8705372582367	179.057294789079	81.4547349712008	101.980144946757	82.9869557828619	7.6859353892865	141.047016245239	18.4083755468967	16.6896895350908	381.623436472769	6.80661891044556	6.71317733655313	24.9800031061506
"RP13-436F16.1"	0	0.762356015281203	0	0.890832312383479	6.14752716763779	0	0	0	0	0	0	0	0	0	0
"RP11-740P5.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-740P5.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP1-163G9.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-193J6.1"	0	0	0.907956978183431	0	0	0	0	0.853992821031833	0	0	0	0	0.756290990049506	0	0.734705973710312
"RP11-22L13.1"	0	0	0	0	0	1.48876124009864	1.43080958246314	0	0	0	0	0	0	1.11886288942552	0
"RP11-168F9.2"	12.8338755867566	3.04942406112481	1.81591395636686	2.67249693715044	1.53688179190945	2.97752248019728	1.43080958246314	0	0.854830401486296	3.06806259114946	1.85440994834342	0	0	1.11886288942552	0.734705973710312
"MIR551A"	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35658866827657	0
"RP11-46F15.2"	47.3866175511015	49.5531409932782	63.5569884728402	63.249094179227	13.831936127185	93.0475775061649	90.1410036951776	29.0357559150823	21.3707600371574	61.3612518229891	38.9426089152118	44.7133726657467	31.0079305920298	50.3488300241485	45.5517703700394
"RP5-1092A11.5"	5.92332719388768	0	0.907956978183431	0.890832312383479	0	0	1.43080958246314	0	0	3.06806259114946	1.85440994834342	0	0.756290990049506	0	0
"RP5-1092A11.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TP73-AS1"	0	0	0	0	0	0	0	0.853992821031833	0	0	0	0	0	0	0
"RN7SL574P"	2.96166359694384	8.38591616809323	0.907956978183431	20.48914318482	0	3.7219031002466	1.43080958246314	1.70798564206367	1.70966080297259	0	1.85440994834342	0	4.53774594029704	6.71317733655313	0
"RP1-286D6.5"	10.8594331887941	20.5836124125925	19.9750535200355	82.8474050516636	19.9794632948228	5.95504496039456	30.0470012317259	5.123956926191	11.9676256208081	2.0453750607663	27.8161492251513	15.597688139214	17.3946927711386	16.7829433413828	4.40823584226187
"EEF1DP6"	7.89776959185025	3.04942406112481	7.26365582546745	4.4541615619174	18.4425815029134	1.48876124009864	7.15404791231568	6.83194256825466	5.98381281040407	8.18150024306522	3.70881989668683	14.5578422632664	3.02516396019803	4.47545155770209	8.08176571081344
"RP1-37J18.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-542C10.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46941194742062
"RP1-58B11.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MIR4417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MIR4689"	0	0	0	0	0	0	0	0.853992821031833	0	0	0	0	0	1.11886288942552	0
"RP1-120G22.11"	69.1054839286897	91.4827218337443	270.571179498662	134.515679169905	64.5490352601968	144.409840289568	141.65014866385	43.5536338726235	88.0475313530885	88.9738151433342	101.992547158888	109.183816974498	56.721824253713	95.1033456011694	55.8376540019837
"RP1-202O8.3"	9.87221198981281	9.14827218337443	3.63182791273372	29.3974663086548	27.6638722543701	12.6544705408384	18.6005245720208	18.7878420627003	5.12898240891777	7.15881271268206	20.3985094317776	23.9164551467948	12.8569468308416	11.1886288942552	10.2858836319444
"MIR4252"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP1-202O8.2"	1.97444239796256	0	0	0	0	0.744380620049319	0	0	0.854830401486296	0	0	0	0	0	0
"RNU6-731P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-58A11.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734705973710312
"RP11-312B8.1"	13.8210967857379	8.38591616809323	32.6864512146035	24.0524724343539	38.4220447977362	28.2864635618741	14.3080958246314	13.6638851365093	11.1127952193218	30.6806259114946	33.3793790701815	42.6336809138515	13.6132378208911	16.7829433413828	21.3064732375991
"RP11-312B8.2"	0.987221198981281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-334N17.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RNU1-8P"	0	0	0.907956978183431	0	0	0	0	0	0	0	0	0	0	0	0
"CAMTA1-IT1"	0.987221198981281	1.52471203056241	1.81591395636686	0.890832312383479	3.0737635838189	0	0	1.70798564206367	0	0	0	1.0398458759476	0.756290990049506	2.23772577885104	2.20411792113094
"RP3-453P22.2"	0	0	0	0	0	0	0	1.70798564206367	0	0	0	0	0	0	0
"RP4-549F15.1"	0	0	0	0	0	0	1.43080958246314	0	0.854830401486296	0	1.85440994834342	0	0.756290990049506	1.11886288942552	0
"RP11-338N10.1"	2.96166359694384	7.62356015281203	1.81591395636686	1.78166462476696	1.53688179190945	35.7302697623673	1.43080958246314	0.853992821031833	38.4673680668833	10.2268753038315	9.27204974171709	18.7172257670568	1.51258198009901	3.35658866827657	12.4900015530753
"RP11-338N10.2"	1.97444239796256	8.38591616809323	9.07956978183431	20.48914318482	10.7581725433661	38.7077922425646	5.72323832985254	2.5619784630955	24.7900816431026	6.13612518229891	0	14.5578422632664	3.78145495024753	7.83204022597866	10.2858836319444
"RP11-338N10.3"	2.96166359694384	15.2471203056241	6.35569884728402	34.7424601829557	7.68440895954724	66.9942558044388	15.7389054070945	9.39392103135016	66.6767713159311	16.3630004861304	1.85440994834342	17.6773798911092	18.1509837611882	43.6356526875954	22.7758851850197
"RP3-467L1.6"	85.8882443113714	20.5836124125925	41.7660209964378	40.9782863696401	29.2007540462795	52.1066434034524	64.3864312108411	52.9475549039736	54.7091456951229	52.1570640495407	48.2146586569288	24.9563010227424	58.9906972238615	49.229967134723	46.2864763437497
"RP3-467L1.4"	0.987221198981281	0	0.907956978183431	0	0	0.744380620049319	0	0	0	17.3856880165136	1.85440994834342	1.0398458759476	1.51258198009901	0	18.3676493427578
"RP5-892F13.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Y_RNA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-431K24.1"	24.680529974532	2.28706804584361	1.81591395636686	4.4541615619174	1.53688179190945	4.46628372029592	11.4464766597051	1.70798564206367	0	39.8848136849429	70.4675780370498	14.5578422632664	2.26887297014852	5.59431444712761	2.93882389484125
"CTA-215D11.4"	8.88499079083153	11.435340229218	14.5273116509349	38.3057894324896	72.2334442197441	5.21066434034524	5.72323832985254	2.5619784630955	8.54830401486296	6.13612518229891	7.41763979337367	27.0359927746376	3.02516396019803	8.95090311540418	10.2858836319444
"RP11-431K24.2"	0	0	0	0	0	0	0	0	0	0	1.85440994834342	0	0	0	0
"RNU1-7P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-431K24.4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RNU6-991P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Y_RNA"	0	0	0	0	1.53688179190945	0	0	0	0.854830401486296	0	0	0	0	0	0
"SNORA77"	0	1.52471203056241	9.98752676001774	0.890832312383479	3.0737635838189	0	0	2.5619784630955	3.41932160594518	3.06806259114946	1.85440994834342	5.19922937973799	3.02516396019803	12.3074917836807	3.67352986855156
"RP5-1115A15.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RPL7P11"	2.96166359694384	7.62356015281203	11.8034407163846	17.8166462476696	23.0532268786417	7.44380620049319	11.4464766597051	6.83194256825466	16.2417776282396	16.3630004861304	0	24.9563010227424	9.83178287064358	16.7829433413828	14.6941194742062
"RPL7P7"	7.89776959185025	19.0589003820301	34.5023651709704	60.5765972420766	66.0859170521063	15.6319930210357	12.8772862421682	10.247913852382	19.6610992341848	32.7260009722609	11.1264596900605	62.3907525568559	16.6384017810891	53.7054186924251	45.5517703700394
"Y_RNA"	0	0	0	0	0	0	0	1.70798564206367	0	0	3.70881989668683	0	0.756290990049506	1.11886288942552	0
"RP4-633I8.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP4-633I8.4"	0.987221198981281	0.762356015281203	2.72387093455029	0.890832312383479	0	1.48876124009864	0	0	1.70966080297259	4.09075012153261	1.85440994834342	0	1.51258198009901	0	0.734705973710312
"RP11-185B14.1"	0	0	0	0.890832312383479	0	0	0	0	0	0	0	0	0	0	0
"MIR6728"	0	0	0	0	1.53688179190945	2.23314186014796	0	0	0	2.0453750607663	0	0	1.51258198009901	1.11886288942552	2.20411792113094
"ENO1-AS1"	7.89776959185025	6.86120413753083	12.711397694568	41.8691186820235	18.4425815029134	12.6544705408384	40.0626683089678	10.247913852382	8.54830401486296	18.4083755468967	7.41763979337367	12.4781505113712	15.8821107910396	12.3074917836807	7.34705973710312
"RNU6-304P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HMGN2P17"	17.7699815816631	20.5836124125925	46.305805887355	39.1966217448731	33.8113994220079	36.4746503824167	30.0470012317259	47.8235979777826	31.6287248549929	39.8848136849429	37.0881989668683	32.2352221543756	31.7642215820793	51.467692913574	48.4905942648806
"RP3-477M7.5"	10.8594331887941	5.33649210696842	8.17161280365088	10.6899877486018	30.737635838189	2.97752248019728	10.015667077242	2.5619784630955	11.9676256208081	3.06806259114946	3.70881989668683	12.4781505113712	7.56290990049506	0	5.14294181597219
"RP3-477M7.6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RN7SL451P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SCARNA16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RNA5SP40"	7.89776959185025	1.52471203056241	0	0	0	0.744380620049319	11.4464766597051	1.70798564206367	0	1.02268753038315	14.8352795867473	1.0398458759476	2.26887297014852	2.23772577885104	0
"RP13-392I16.1"	42.4505115561951	0	1.81591395636686	13.3624846857522	0	0	30.0470012317259	0	0	6.13612518229891	22.252919380121	6.23907525568559	0	1.11886288942552	0
"RP13-15M17.1"	237.920308954489	198.974919988394	354.103221491538	348.31543414194	1002.04692832496	128.777847268532	214.62143736947	167.382592922239	186.353027524013	245.445007291956	178.023355040968	672.780281738096	175.459509691485	219.297126327402	265.963562483133
"PIK3CD-AS1"	2.96166359694384	0	4.53978489091716	0	0	5.21066434034524	0	9.39392103135016	0	2.0453750607663	3.70881989668683	1.0398458759476	4.53774594029704	0	3.67352986855156
"RP11-558F24.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PIK3CD-AS2"	116.492101479791	420.058164419943	639.201712641135	391.966217448731	1985.65127514701	332.738137162046	296.177583569869	717.35396966674	1257.45552058634	411.120387214027	37.0881989668683	656.142747722935	536.966602935149	761.945627698781	354.862985302081
"MZT1P1"	0	0	0	0	0	0	0	0	0	0	0	0	1.51258198009901	0	0
"RP11-84A14.5"	1.97444239796256	0.762356015281203	0.907956978183431	1.78166462476696	1.53688179190945	4.46628372029592	0	1.70798564206367	0	0	1.85440994834342	1.0398458759476	1.51258198009901	0	0.734705973710312
"RP11-84A14.4"	7.89776959185025	22.1083244431549	35.4103221491538	83.7382373640471	109.118607225571	12.6544705408384	71.5404791231568	9.39392103135016	38.4673680668833	12.2722503645978	0	36.394605658166	13.6132378208911	20.1395320096594	12.4900015530753
"RN7SKP269"	1.97444239796256	6.09884812224962	9.07956978183431	14.2533169981357	13.831936127185	5.21066434034524	14.3080958246314	5.97794974722283	1.70966080297259	9.20418777344837	5.56322984503025	2.0796917518952	6.05032792039605	8.95090311540418	3.67352986855156
"MIR5697"	0	6.09884812224962	4.53978489091716	5.34499387430088	0	5.95504496039456	5.72323832985254	1.70798564206367	0	2.0453750607663	0	0	1.51258198009901	2.23772577885104	3.67352986855156
"RP11-807G9.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-496H15.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PGAM1P11"	3.94888479592512	3.04942406112481	3.63182791273372	3.56332924953392	0	0.744380620049319	10.015667077242	5.97794974722283	6.83864321189037	7.15881271268206	5.56322984503025	0	3.78145495024753	19.0206691202339	4.40823584226187
"RNU6-828P"	1.97444239796256	6.09884812224962	0.907956978183431	1.78166462476696	1.53688179190945	9.67694806064115	10.015667077242	15.371870778573	5.98381281040407	11.2495628342147	0	0	15.1258198009901	7.83204022597866	12.4900015530753
"MIR1273D"	0	0	2.72387093455029	0	0	0	0	0.853992821031833	0	0	0	0	0	0	0.734705973710312
