"Gene"	"SK_MEL_1316A_T"	"SK_MEL_1313A_T"	"SK_MEL_1306A_T"	"SK_MEL_1331A_T"	"SK_MEL_1313B_T"	"SK_MEL_1306B_T"	"SK_MEL_1331B_T"	"SK_MEL_1299A_T"	"SK_MEL_1058B_T"	"SK_MEL_1327A_T"	"SK_MEL_1330A_T"	"SK_MEL_1328A_T"	"SK_MEL_1299B_T"	"SK_MEL_1330B_T"	"SK_MEL_1327B_T"
"MTATP8P1"	7.87354836072927	8.3246554661121	6.697569984251	11.1704992324376	4.99747922572357	11.5980417399795	13.5377557326931	16.2077440387773	388.441187631119	8.11376431785752	9.09621450185596	3.81076618941343	8.63536024354414	12.9031869003573	5.6713456591343
"MTATP6P1"	11936.4558939267	12252.0184743527	17034.5463894595	15560.1417827855	9813.61820306704	14802.5297562227	12762.6133748576	7723.55574021646	9005.05086215669	10665.9558702604	14028.536923138	10382.1166679074	7508.45714413199	10431.3903722413	9428.95568695752
"RP5-857K21.11"	2492.19705144384	2099.953948092	1548.0569803452	1951.83265263978	2656.06427879773	1671.30903432269	1847.29534432625	2590.443546547	1687.65951774176	1956.45013121152	1765.28944880748	2174.77665888504	2436.51662102451	3000.36928571667	2608.52092059172
"WBP1LP6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CICP3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RNU6-1199P"	0	0	0	0	0	0	0	0	0	0	0	0	1.14584587847028	0.493890474921222	0
"RP11-206L10.4"	0	0	0	0	0	0	0	0	0	0	0.0498587687510707	0	0	0	0
"FAM87B"	0	0.0517408662939003	0.0488675556208018	0.0158862637054172	0.0232959104563523	0.0335573660620292	0	0.366141079358117	1.24401374230904	0.0928372266903033	0	0.03996902113947	0.627962556826842	0.0208206766890179	0.0396557408269423
"LINC00115"	2.58113004184792	5.71832825487933	6.31615939289274	3.1841162825021	1.17822118419679	9.86894872116864	1.51684906019575	5.19289643856743	34.4881793118381	6.8981278539996	2.45091624065628	2.69531412713638	4.61470504131083	4.40713808752787	10.622469175907
"FAM41C"	0.00527186851472873	0.0216763359810459	0.0204725902382856	0.00443693111754377	0	0.0749788493830192	0.0062822817599337	0.0146086921249288	0.0347445024598257	0.0259288393801628	0.0121810509413348	0	0.0674561142085979	0	0.0664535577629797
"TUBB8P11"	0	0.0603235903341456	0.11394731542204	0	0	1.01721955290675	0.0262246667228234	0	0.290073903806843	0.0721579830639503	0	0	0	0	0.092467592268494
"RP11-54O7.16"	0.0459688199314895	0.0286378706692659	0.0865521024618275	0.0668255262195116	0.0515758871900037	0.0891530346316354	0.0199197324905302	0.0463209467969115	1.56988215408557	0.184982943929355	0.00482792887753794	0.0309712387174687	0.064166546546303	0.285794290791711	0.201930035920446
"RP11-54O7.1"	0.30478871245981	0.908115517551594	1.14929843497534	0.390352714753627	0.0327097388137855	2.28521461049446	0.276351567656844	0.550819198375767	13.5370573378726	2.97638332760027	0.0918570486324507	0.0701505230158456	0.881720903637916	4.00509475621945	2.97890900692861
"RP11-54O7.2"	0	0.0796783502790587	0	0	0	0	0	0	0.383143808024519	0.0953097953578769	0	0	0	0.0641256047338416	0
"RP11-54O7.3"	2.0187751990144	0.0307429472897524	0.232285664193676	0.00943916487506361	0	0.478531919508822	0.347489466383154	0	0.147831498182871	2.15128807600052	1.78807090187185	1.84050507567633	0	0.420615780183392	0.0471246207225754
"RP11-54O7.17"	1.80818771900216	9.8517734710812	17.9447356864712	1.033330628413	1.04693117048955	21.2719596511093	0.997568218818811	27.9604204447998	15.8892639235787	6.03864770061065	0.799485117907269	0.779941989449998	23.3651487471773	8.61822305231663	3.56430208970521
"RP11-54O7.10"	53.8235181631597	164.94349813158	144.824078230882	151.421366713975	859.826036134882	129.017177259781	33.871370843094	145.796834362808	858.916363559175	76.8388807964754	30.7414922756602	333.907561307041	125.35851532771	81.0493511831762	115.618114914624
"RP11-54O7.11"	0.0389026019971586	0	0	0	0.0480125405980126	0	0	0.431206608319119	1.28194732760084	0.0637787352394815	0	0.0411877924607655	0.497777658149161	0.171644475828929	0.572109430526705
"RP11-54O7.14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-54O7.18"	0	0	1.05946759232833	0.0725095514546977	0	0.229748442391377	0.128333475452115	0.47747854778722	0.283902118619464	0.141245413657094	0	0	0.330715924220839	0.0475158273744747	0.362000786753253
"LINC01342"	0.0595309277436633	0	0	0	0	0.0235187562713142	0.0157646007913336	0	0	0.0650651813195961	0.0687753555883022	0	0	0	0
"MIR429"	0.561041139645769	0	0	0	0	0	0.33428551075599	0	0	0.919796940742885	0.648163993763919	0	0	0	1.17868328457912
"RP11-465B22.8"	0.990774778523379	0	0.061072066725693	0	0	0.251629246428651	0.196777995693243	0.130738173798882	0	2.39780904613115	0.218024767912483	0.599413830705608	0	0.208164577069127	0.297357789118744
"TTLL10-AS1"	0.00716406378316905	0.00981882439592709	0	0.0120588961726967	0	0	0	0.0595562665566906	0	0.0469803975887135	0	0	0.036667068111049	0	0
"FAM132A"	0.315741412936022	0.656577923131902	1.16976497036135	1.03545233093824	0.604675122588719	0.83231212280246	0.823872707243136	0.784429042793291	1.00457672742272	0.696138110167107	0.352193855858627	0.541777885445453	0.612975302768295	0.648512720869204	0.434599845635087
"RP5-902P8.12"	0.478217351379706	0.737357159386052	1.58626657521734	0.754648508881851	0.0368876836301804	0.743905204782006	0.284936558590472	1.98775729200765	2.16680365372532	1.6170242751571	0.483418845156402	0.253154236588119	2.52409695437099	0.75827087035402	2.19773744653551
"RP5-902P8.10"	1.11981566445265	1.09276450808846	0.637802451366727	0.919844619560258	0.0552818498420749	1.17856206878644	0.320265841393773	1.61360283571898	4.9594936473878	1.27777100983154	0.983219140213255	0.294027590388923	2.61353380822309	0.652186267768232	1.31745861550686
"MIR6726"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP5-890O3.9"	8.56586886968635	9.95605773960325	15.055944067392	6.82050732581062	0	28.2920670572001	4.70350866531693	23.38751495531	80.529642341067	19.4816143743098	5.23908209206472	1.86715516516909	31.699325114038	13.5243155477076	38.638279646158
"RP5-890O3.3"	0	0	0.328491170889695	0	0	0	0	0.351603753513614	0	0.416038943224302	0	0	0.974125106492445	0	1.33284349618619
"RN7SL657P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP4-758J18.13"	12.7499638110832	25.2272224959046	27.3487772370696	10.2932140673051	6.41501765350597	42.7247625416747	6.24870269580583	21.5205506861668	32.2414382379661	38.0963828115963	13.564204076982	14.2434579994983	23.9431380409968	19.8308537901396	64.0428236915341
"RP4-758J18.7"	0	0	0.0246334817565423	0	0	0.202989837535822	0	0	0.125418140673331	0.187192021450738	0.0879405173394447	0.402956988766132	0.194798481995765	0.0629725493156605	0.879556876845715
"RP4-758J18.10"	0.796303000434032	0.363795352463717	0.642369165775747	0.427366084930761	0.185160630544157	1.41567175295584	0.206287712957228	0.511677135224769	0.836649341388858	0.775729613221323	0.759966258859257	0.818641825913489	0.383936462872817	0.432812074181274	1.0183122503204
"RP11-345P4.11"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-345P4.9"	7.12891136028795	17.5683725023298	20.1124280194387	12.8073997869489	8.12151677899729	18.3607860539312	4.24762393843823	34.0008420700243	67.915153970886	19.5165746361848	7.41762945365843	9.02333992427626	30.6983243201557	11.2911408280322	35.2344175972173
"RP11-345P4.10"	0.198880355176444	0.0389398160912301	0.441328589566265	0.298897289210373	0.0350646803513246	0.757651208740324	0.236998025319378	0.393650328064357	1.02985969875047	0.558949208651564	0.361057795183928	0.511366924212396	0.363538655768484	0.282050936257635	1.34300856250854
"MMP23A"	0	0.0693344471195286	0.0654841171735568	0.0212881111142119	0	0	0.0150709926087709	0.0700915684625184	1.66701895832504	0.165873212561998	0	0.107119581913169	0.194190067399635	0.223203082636859	0.159419955383053
"RP1-283E3.8"	0.230480637546808	0.485702153765283	0.131065655858658	0.140157542132521	0.00986542118201375	0.81239394534758	0.113513424517576	1.44348364426353	1.60679680747456	0.773194681798628	0.232410360594032	0.0987361637137739	1.44898543267778	0.565770452202836	1.65696168772579
"RP1-283E3.4"	0.0182756729162476	0.0200384171345451	0	0.00615249804729421	0.00451106837486822	0.0649811790227834	0.0217784123961909	0.0405144670453678	0.0963573595691178	0.0419467835613513	0.0168909298217913	0	0.00935384390587984	0.016127035915795	0.061432158631125
"RP1-140A9.1"	0.627157098863284	1.61167572155369	0.710348331662985	1.88039605723237	0.919149167357408	0.766537241435427	1.09768331435953	0.868946650097618	3.61664533938296	2.69900011399806	0.0452841847494994	0.165999284766115	0.902787661825069	1.16737748617743	4.03510515015426
"RP11-547D24.3"	0	0	0	0	0	0	0	0	0	0	0.185936445215686	0	0	0	0
"RP5-892K4.1"	0.0110978109129168	0	0	0	0	0	0.00661241596585967	0.030752759184818	0	0	0	0	0	0.0367239819293187	0.0466304635939307
"RP11-181G12.2"	0.287004096089977	0.786716284419427	0.650149320505105	0.40761484559096	0.265659527407493	0.892915492334642	0.18169370403571	1.78944098282815	0.827537492909661	0.411711881796314	0.0621698129611771	0.398820315518591	1.74436938047556	0.277004827228544	0.942129358821905
"RP11-181G12.4"	0.238046423174921	0.0854486300278465	0.0366833799040038	0.0810922606550012	0	0.191447714146239	0.0574095491329969	0.125646131976141	0.186768616253432	0.408848396737222	0.582763805006581	0.0780091575562283	0.15954816029333	0.137539119598315	0.107166067865214
"RP4-713A8.1"	0.472276010046641	0.517828467128	1.1004121069459	1.27193225350959	0	4.53392007307445	0.0562793050562823	0.26174153659127	0	0	0.218245888366756	0.100003625913867	0.24172002304444	0.312563545994769	0.595318738053144
"RP4-740C4.5"	3.3855930840693	3.68562851754056	3.7063411794858	4.72185693509206	1.26546056837496	13.4136055709432	1.74059007324671	9.06004138104482	35.7006619292643	3.26686499643163	1.98919294637892	1.84344033311104	8.36700754465876	6.25252619518051	4.1457136216231
"RP4-740C4.7"	2.95139247405204	11.3486940421235	11.461334550514	3.72594415195117	3.64252887227035	15.5952541584996	3.71245246804364	6.36105663927095	19.9916074620118	4.97305705109401	3.88327829362432	6.59671805588161	11.5391521564261	4.43110186654674	11.0231788867681
"RP3-395M20.2"	0.339900836427729	0	0.314275963807398	0.0408669578323922	0	0.258976085740436	0	0	0	0.238821103487986	0.168292840925147	0.0514095803707365	0.124262743859134	0	0
"RP3-395M20.3"	0.0892932206914647	0.061191139571933	0.115586059172117	0.0375756592150183	0	0.0793729837727959	0.0532036383370032	0.371156023603537	0.58849125642884	0.292782918817486	0.154739055078826	0	0.114255006098666	0	0
"RP3-395M20.7"	6.10355994633891	3.9992164900916	0.883640305481808	11.3890537796603	0.214752269113445	17.2520454166122	4.00354702246596	1.63199120774298	65.8962196320917	0.899703647412485	0.123708218413119	2.42328418379325	1.60991510605425	0.280519568394463	0.646768148968535
"RP3-395M20.9"	2.48959647609456	2.55375274722582	0.689124551170412	2.64878074136318	1.02419757500959	3.81361298731627	0.541106405104014	0.390500066528402	17.0269675143109	0.462063426183547	0.162803800720124	6.08397983867579	0.360629368610687	0.103627322243054	1.11844123371966
"RP13-436F16.1"	0	0.0157469426532263	0	0.00966972922804444	0.05671947801216	0	0	0	0	0	0	0	0	0	0
"RP11-740P5.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-740P5.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP1-163G9.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-193J6.1"	0	0	0.0225170451469029	0	0	0	0	0.0482026811877087	0	0	0	0	0.0445154917298876	0	0.0365449057228489
"RP11-22L13.1"	0	0	0	0	0	0.0478393655446554	0.00801667072890702	0	0	0	0	0	0	0.0148409735312936	0
"RP11-168F9.2"	1.58472091538687	0.668296948413885	0.315592302922822	0.307785962523017	0.15044767302571	0.86686934109975	0.0726327156878199	0	0.803398403737278	0.599553503259106	0.140831443671218	0	0	0.134462328250804	0.256101341937347
"MIR551A"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60514404349397	0
"RP11-46F15.2"	1.43834485221927	2.66953237276653	2.71523107469635	1.79059864340396	0.332843693605141	6.65910730976722	1.12482556997624	2.8232378612245	4.93722957251673	2.94761181782469	0.726994749762233	1.36420647731535	3.14407131647186	1.48739216385542	3.90315584455864
"RP5-1092A11.5"	0.0284085904975692	0	0.00612894050414428	0.00398489197369234	0	0	0.00282111818939982	0	0	0.0232871823329922	0.00547001641915661	0	0.0121167230666913	0	0
"RP5-1092A11.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TP73-AS1"	0	0	0	0	0	0	0	0.801481848071406	0	0	0	0	0	0	0
"RN7SL574P"	0.470367824147463	2.36379105827874	0.202956666189424	3.03502521518207	0	1.39370407533714	0.0934198565412363	0.868946650097618	2.06665447964741	0	0.181136738997998	0	2.40743376486685	1.03766887660216	0
"RP1-286D6.5"	0.964652656302424	3.24520467323014	2.49739897717834	6.86403270846999	1.40701157108413	1.24724703691188	1.09728746750978	1.45806302304516	8.09147770845002	0.287544806333934	1.519706539051	1.39270586371571	5.16170120772299	1.45097766643523	1.1054317810177
"EEF1DP6"	1.00142827076557	0.686261920145441	1.29630386791955	0.526766297866453	1.85390358373616	0.445086140188312	0.372926040225097	2.77502317289239	5.77496594514377	1.64178808777762	0.289234470335512	1.85544361843416	1.28137603613881	0.552307627868894	2.89284365274391
"RP1-37J18.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-542C10.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0440579656023718
"RP1-58B11.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MIR4417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MIR4689"	0	0	0	0	0	0	0	1.84340825056423	0	0	0	0	0	0.733780134168673	0
"RP1-120G22.11"	3.46402659016144	8.13887675751661	19.0891420805114	6.28895143119116	2.56512483105684	17.067468950643	2.91904786597446	6.99358921839991	33.5924692810276	7.05829299586012	3.14438749365812	5.50126216305134	9.49797858880785	4.63973623624188	7.90131153998413
"RP1-202O8.3"	0.556349039314203	0.915015893527255	0.288067526204344	1.54518114040826	1.23593572249078	1.68143652960029	0.430936757593445	3.3916949890907	2.19998702672143	0.638473145246853	0.707017594153474	1.35476835631701	2.42037695715108	0.613675142076548	1.63635600559251
"MIR4252"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP1-202O8.2"	0.0234414369950158	0	0	0	0	0.0208371563239431	0	0	0.0772459577718702	0	0	0	0	0	0
"RNU6-731P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-58A11.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136826171496597
"RP11-312B8.1"	0.68480021456763	0.737443218811751	2.27942507867366	1.11152115457367	1.50921772835665	3.30448407442331	0.291446401184319	2.1687155888991	4.19083663125979	2.40577141013633	1.01718172970934	2.12329127163549	2.25317592909282	0.809316324450742	2.9801372541827
"RP11-312B8.2"	0.16281963143566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-334N17.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RNU1-8P"	0	0	0.365321999140964	0	0	0	0	0	0	0	0	0	0	0	0
"CAMTA1-IT1"	0.0350386866746417	0.096045686340897	0.0907120088160407	0.0294893999708534	0.086487601348113	0	0	0.194188980495856	0	0	0	0.0370969056249332	0.0896673975627608	0.0772981330200257	0.220836823070128
"RP3-453P22.2"	0	0	0	0	0	0	0	0.035508689471518	0	0	0	0	0	0	0
"RP4-549F15.1"	0	0	0	0	0	0	0.0604481424678588	0	0.66862350812122	0	0.117206125233998	0	0.259625209936621	0.111905467084547	0
"RP11-338N10.1"	0.0811732967877958	0.370844616929262	0.0700501218573608	0.045544930344293	0.0333939634490535	2.30896517118028	0.0161218462479647	0.0749788364552564	8.02464762361639	0.443597594896336	0.156297534812334	0.515649143730187	0.138486892923776	0.0895373783703784	0.966369619140693
"RP11-338N10.2"	0.163390928388066	1.23165955141892	1.05751105014489	1.58140787527908	0.705784346790785	7.55240903140589	0.194706648370156	0.679150408102612	15.6141184501782	0.803612064017468	0	1.2109210983465	1.04533308211324	0.630793448671315	2.40285960821216
"RP11-338N10.3"	0.523218141467403	4.78070101674352	1.58032550190192	5.72458835164532	1.07623616284309	27.905400699447	1.14308116599333	5.31619607840622	89.6556510777376	4.57487017717809	0.201489181582042	3.13906512653227	10.7117277627783	7.50269575385946	11.3586220645021
"RP3-467L1.6"	10.3085955963921	4.38474219207431	7.05545540325678	4.58729001989351	2.77849671964529	14.7456018963151	3.17698825107792	20.3572310622106	49.9783312329999	9.90712582739092	3.55912951283088	3.01079618781901	23.651658438043	5.75074507185627	15.6827859925298
"RP3-467L1.4"	0.00272302289869591	0	0.00352483070336583	0	0	0.00484100474095235	0	0	0	0.0758922567913111	0.00314587518170898	0.00288297687711457	0.0139369594013109	0	0.14301899394782
"RP5-892F13.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Y_RNA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-431K24.1"	0.0121310932607197	0.00199517611338069	0.00125625238072754	0.00204196387022686	0.000598874705317783	0.00517601346793265	0.00231298472507662	0.00268928416692536	0	0.0310257145541053	0.0213026544712281	0.00719246627476171	0.0037253573082137	0.00267621577615834	0.00407776637816148
"CTA-215D11.4"	0.343804537584405	0.785344855293594	0.791181359911521	1.38246984424476	2.21586343027366	0.475391431111717	0.0910441259811228	0.317568279424519	2.51762256134241	0.375766100483968	0.176530308391814	1.05155576453154	0.391035180839734	0.33709341684533	1.12356847963981
"RP11-431K24.2"	0	0	0	0	0	0	0	0	0	0	0.0182550429190381	0	0	0	0
"RNU1-7P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP11-431K24.4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RNU6-991P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Y_RNA"	0	0	0	0	0.508593018547089	0	0	0	2.71591318785522	0	0	0	0	0	0
"SNORA77"	0	1.02115773717642	5.30447542752679	0.313531300490113	0.919536177533138	0	0	3.09692586094791	9.82074208728448	1.83223550595983	0.430380891859242	1.97207150302145	3.81337508354909	4.52008562647903	3.91322850480267
"RP5-1115A15.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RPL7P11"	0.212308881112153	0.969944659172128	1.19090530115101	1.19122834532718	1.31012943227556	1.25814623214325	0.337333706902701	1.56885808558658	8.86180184547897	1.85636829377895	0	1.79824149211682	2.3543824129055	1.17092574601384	2.97357789118744
"RPL7P7"	0.529916524501836	2.26964290802013	3.25827728963562	3.79091899596865	3.51529655351395	2.47298216724829	0.355208074729338	2.20264997222469	10.0407658253709	3.47507919575121	0.4591545787972	4.2078339324782	3.72929640105263	3.50711415477488	8.62802870902437
"Y_RNA"	0	0	0	0	0	0	0	2.50560344736886	0	0	1.04461381519234	0	1.15697059573698	0.498685528075797	0
"RP4-633I8.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RP4-633I8.4"	0.0390657840525158	0.0535422471254413	0.151706702663404	0.0328787018131411	0	0.138902721602393	0	0	0.514929849375235	0.2561850539653	0.045132224397991	0	0.199946260672666	0	0.0820727454866331
"RP11-185B14.1"	0	0	0	0.106209790138927	0	0	0	0	0	0	0	0	0	0	0
"MIR6728"	0	0	0	0	0.645741697705855	2.7905400699447	0	0	0	1.71557631644179	0	0	2.67793194069459	0.577130442604574	3.29766447033933
"ENO1-AS1"	0.351444638419614	0.54188795015258	0.796126243410968	1.73773244375416	0.650615219952692	1.32770035403344	0.732905214148039	1.46081408535279	2.89526594554377	1.29639304666969	0.203009854650586	0.558133444251354	2.3608749043199	0.533028965386677	0.922931251132704
"RNU6-304P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HMGN2P17"	1.1281230990993	2.3192512536813	4.1375297749276	2.32089118801564	1.70169884805931	5.45964344774735	0.784198715003622	9.72565321966594	15.2829515994922	4.00724454533609	1.44811874784402	2.05700594191336	6.73627832726539	3.18004311174041	8.69021134983095
"RP3-477M7.5"	1.45520045595621	1.26919463072353	1.54120218387594	1.33607088277037	3.26539835771711	0.940750250852569	0.551761027696677	1.0997606040298	12.2061780204175	0.650651813195961	0.305668247059121	1.68074275825692	3.38545373184401	0	1.94549712596723
"RP3-477M7.6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RN7SL451P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SCARNA16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RNA5SP40"	3.38664833386173	1.16040651951866	0	0	0	0.752600200682056	2.0178689012907	2.34615595526357	0	0.694028600742358	3.91255356235675	0.448198068868511	3.25003558257025	0.933901988941947	0
"RP13-392I16.1"	0.841325977897374	0	0.0506538906371925	0.247004701016371	0	0	0.244814976994828	0	0	0.192461712810906	0.271248461255825	0.124290220778663	0	0.0215817686520198	0
"RP13-15M17.1"	20.0760392063226	29.7989903178717	42.0545092034365	27.4129558344441	67.0323778792046	25.6207188174947	7.44517819125595	45.2442955236874	119.684804060153	32.777021573521	9.2389458001984	57.0630707716851	49.4579058242056	18.0097735971274	63.3536994069126
"PIK3CD-AS1"	0.0706622376185111	0	0.152448482190842	0	0	0.293121980032971	0	0.717968817872767	0	0.0772313061018305	0.0544234815198839	0.0249376770741205	0.361663039031591	0	0.247422136115495
"RP11-558F24.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PIK3CD-AS2"	0.363174945253844	2.32426434725795	2.80474576472005	1.1397370473864	4.9076369025645	2.44582629659859	0.379600750845913	7.16407172063297	29.837887496686	2.02841670355764	0.071113828793662	2.05614196696387	5.5921519938034	2.31191665537479	3.1230822336743
"MZT1P1"	0	0	0	0	0	0	0	0	0	0	0	0	0.56882086568453	0	0
"RP11-84A14.5"	0.0506983283512236	0.0347427101652292	0.0328133532162542	0.042668930387876	0.031285253726631	0.270395281682176	0	0.140488380554705	0	0	0.0292855805565625	0.0268382077166773	0.129741939423962	0	0.0532556954926873
"RP11-84A14.4"	0.0528263353268279	0.262457231796973	0.333358914417485	0.522403967776351	0.578621921129226	0.199569253442349	0.19672218798034	0.201279687029844	1.95836905278557	0.129908926968224	0	0.2446912315859	0.304172360251895	0.13110649022299	0.2358369419372
"RN7SKP269"	0.291952442574287	1.60056071657746	1.88959654728085	1.96571348269663	1.6214391845216	1.81662117406013	0.869771078142545	2.83156753221465	1.92412658449931	2.15388186437284	0.505933650304752	0.309102116461042	2.98853846673126	1.28814067440269	1.53339674953082
"MIR5697"	0	6.54588293061806	3.86398268322173	3.01472404317416	0	8.49087405897704	1.42285627655114	3.3086814753717	0	1.9575165661964	0	0	3.05558900925408	1.31704126645659	6.27119952692735
"RP11-807G9.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
