sample_id	file_name	md5sum	file_size	object_id
GTEX-13OVH-0005-SM-5P9HB	GTEX-13OVH-0005-SM-5P9HB.Aligned.sortedByCoord.out.patched.md.bam	2b313101237584efd0af51583af63070	12308798760	dg.ANV0/48047070-1075-4cd8-a959-e0e57c4aa8d8
GTEX-13OVI-0001-SM-5O9BL	GTEX-13OVI-0001-SM-5O9BL.Aligned.sortedByCoord.out.patched.md.bam	fec516a8b61d9bdd0b0256b7083bfe0e	14052733372	dg.ANV0/d38ba1e8-f310-419c-a0e5-fe572cffef21
GTEX-13OVJ-0006-SM-5O98T	GTEX-13OVJ-0006-SM-5O98T.Aligned.sortedByCoord.out.patched.md.bam	40318aa1ae8748f24d086f7d0885e5cb	10713147661	dg.ANV0/08e6f4ab-ac69-4a8c-a15c-f5884c962890
GTEX-13OVK-0006-SM-5O9B7	GTEX-13OVK-0006-SM-5O9B7.Aligned.sortedByCoord.out.patched.md.bam	ce82344ed14574681bddcf013fffcd30	9430696120	dg.ANV0/a4c8dbeb-83d9-45b5-93e5-052e5ed07d6e
GTEX-13OVL-0006-SM-5O996	GTEX-13OVL-0006-SM-5O996.Aligned.sortedByCoord.out.patched.md.bam	b71ed1bc5cef4991374d823ad8cfc0f8	11283969046	dg.ANV0/a193c122-cc25-4e39-b119-bd197e3c47ce
GTEX-13OW6-0005-SM-5NQ9Z	GTEX-13OW6-0005-SM-5NQ9Z.Aligned.sortedByCoord.out.patched.md.bam	0861ea3a07ab9082d07554f7bd07fab6	9340748094	dg.ANV0/0c6d708b-dbe0-4ae6-be3c-7167a56c545b
GTEX-13OW8-0005-SM-5NQAC	GTEX-13OW8-0005-SM-5NQAC.Aligned.sortedByCoord.out.patched.md.bam	e6e53ccc560d8073a7718a49a9e86476	11098264734	dg.ANV0/7e0bcb95-affa-4df1-9952-452dda6f9437
GTEX-13PL7-0005-SM-5N9ET	GTEX-13PL7-0005-SM-5N9ET.Aligned.sortedByCoord.out.patched.md.bam	7733c2b7a9c3be119b40a986585b6fdf	9036674284	dg.ANV0/64b0e1db-3c6f-4a62-940c-084eaadb8fc1
GTEX-13PLJ-0005-SM-5NQ99	GTEX-13PLJ-0005-SM-5NQ99.Aligned.sortedByCoord.out.patched.md.bam	50e2521a7c99b24844aafc895defd82a	5796402953	dg.ANV0/a8f17e98-ddd7-4b5d-9325-e23e77339c17
GTEX-13S7M-0005-SM-5NQ76	GTEX-13S7M-0005-SM-5NQ76.Aligned.sortedByCoord.out.patched.md.bam	88f94e212fc3e5f82c8fe53fc8793dd6	7252182631	dg.ANV0/d618ed04-1baa-46e8-a3ab-a398fde0b6cf
GTEX-13S86-0005-SM-5NQ7I	GTEX-13S86-0005-SM-5NQ7I.Aligned.sortedByCoord.out.patched.md.bam	4304884eeb48c79795a38aa5f233b738	7098865882	dg.ANV0/dc7de174-4f59-492d-bd12-7c7f13073a44
GTEX-13SLX-0005-SM-CM2RF	GTEX-13SLX-0005-SM-CM2RF.Aligned.sortedByCoord.out.patched.md.bam	2190e67424f2a0d2f2d2c78507dc71e1	6544261551	dg.ANV0/171fa09d-e864-4200-9c1f-2164d51477b9
GTEX-13U4I-0006-SM-5N9CI	GTEX-13U4I-0006-SM-5N9CI.Aligned.sortedByCoord.out.patched.md.bam	dbb629a3fe3d241ff850f5cd51a4ac4c	6967411271	dg.ANV0/24a49ab5-8363-472a-a4bb-844df1b7873e
GTEX-13VXT-0005-SM-5N9F3	GTEX-13VXT-0005-SM-5N9F3.Aligned.sortedByCoord.out.patched.md.bam	e892a4d45c8013c2035c64d1bf084f5d	9572109430	dg.ANV0/242c9101-d7f2-437a-90ac-c99557c63172
GTEX-13VXU-0006-SM-5N9FF	GTEX-13VXU-0006-SM-5N9FF.Aligned.sortedByCoord.out.patched.md.bam	b21b934ce0a988e250bcbdc7494a1a6d	11581640225	dg.ANV0/98aeccbb-c095-4a70-953d-e9b94c853845
GTEX-13W3W-0005-SM-5SI9Y	GTEX-13W3W-0005-SM-5SI9Y.Aligned.sortedByCoord.out.patched.md.bam	0fe5a81fb6f1446911c2263c88e48718	7332455066	dg.ANV0/c07beed6-19dc-498e-8d79-9da9cb170d68
GTEX-1477Z-0005-SM-5PNWD	GTEX-1477Z-0005-SM-5PNWD.Aligned.sortedByCoord.out.patched.md.bam	04ab3026383f7e35b97da97c4ae56a02	8243084005	dg.ANV0/9366e5c1-c68c-449b-8733-ec8d1a98c802
GTEX-147F3-0005-SM-5N9FI	GTEX-147F3-0005-SM-5N9FI.Aligned.sortedByCoord.out.patched.md.bam	c9afa4a3235785b7625f933743dc2765	9417984170	dg.ANV0/f3a9dd89-e300-4cdd-917a-b7cf8f0ea186
GTEX-147F4-0006-SM-5O99T	GTEX-147F4-0006-SM-5O99T.Aligned.sortedByCoord.out.patched.md.bam	e211914170834feb8987dc8688080336	10726610598	dg.ANV0/7e2df5ad-6675-4547-bb8c-4c9eda7c4c7f
GTEX-147GR-0005-SM-5NQAO	GTEX-147GR-0005-SM-5NQAO.Aligned.sortedByCoord.out.patched.md.bam	3776a6630f26174e9945b602df8f90f4	7750541508	dg.ANV0/5064ea44-4a21-4940-95c3-f3dcc4a379e8
GTEX-147JS-0006-SM-5NQ7K	GTEX-147JS-0006-SM-5NQ7K.Aligned.sortedByCoord.out.patched.md.bam	324754b9a733fb64be444f9530c5992c	6960021455	dg.ANV0/874ad1bd-41c6-4d4e-8c7b-1d512214503d
GTEX-148VI-0006-SM-5O9A6	GTEX-148VI-0006-SM-5O9A6.Aligned.sortedByCoord.out.patched.md.bam	aa062902b88f857bb552bd0b84ac7086	10501483845	dg.ANV0/e7e13e03-d466-4588-bf53-68c04df710f2
GTEX-148VJ-0006-SM-5NQB1	GTEX-148VJ-0006-SM-5NQB1.Aligned.sortedByCoord.out.patched.md.bam	5d43ca3532fe1bf1ed3826bb73cff6af	8637135764	dg.ANV0/883ad6a6-14f3-4d82-9ea3-49bd9819fff3
GTEX-1497J-0005-SM-5NQBD	GTEX-1497J-0005-SM-5NQBD.Aligned.sortedByCoord.out.patched.md.bam	42f5858d601616f10fded3c6d110462d	6913227329	dg.ANV0/a8c1c4b6-1671-4c4d-b7b3-c302377e4dcb
GTEX-14A5H-0006-SM-5O9AI	GTEX-14A5H-0006-SM-5O9AI.Aligned.sortedByCoord.out.patched.md.bam	3e562bfb37c4fff25a426d5b10e5a619	9284449967	dg.ANV0/26163c93-763d-42f8-8cf9-9e45058bcbdc
GTEX-14A5I-0005-SM-5N9FU	GTEX-14A5I-0005-SM-5N9FU.Aligned.sortedByCoord.out.patched.md.bam	59eed4b96536f9a7b8110f538388fb94	10520204353	dg.ANV0/29ff762c-183c-4e41-8463-59b68933d2df
GTEX-14A6H-0006-SM-5NQ7W	GTEX-14A6H-0006-SM-5NQ7W.Aligned.sortedByCoord.out.patched.md.bam	2429adddc367ca25da0c8195179ede95	5574799573	dg.ANV0/c7d27153-3203-4282-9e00-88f9864b4bc7
GTEX-14ABY-0005-SM-5O99U	GTEX-14ABY-0005-SM-5O99U.Aligned.sortedByCoord.out.patched.md.bam	7b63af7786ce0af738064f964a09ab92	5602755042	dg.ANV0/f6a08eae-4ee8-40e9-b060-b2ebdb26681c
GTEX-14AS3-0006-SM-5NQC2	GTEX-14AS3-0006-SM-5NQC2.Aligned.sortedByCoord.out.patched.md.bam	249463dfe96ace89bf415cb22df4e979	8345610224	dg.ANV0/48e1c77d-6ff4-4ba8-8e1e-8d30ca516914
GTEX-14B4R-0006-SM-5O9A7	GTEX-14B4R-0006-SM-5O9A7.Aligned.sortedByCoord.out.patched.md.bam	41abbb5843f8fcb5d025bac8df729282	8421393425	dg.ANV0/adc5fa4c-e921-4c41-a189-ca773a74dfaf
GTEX-14BIL-0006-SM-5N9F2	GTEX-14BIL-0006-SM-5N9F2.Aligned.sortedByCoord.out.patched.md.bam	43d7db75639067e20be9941d96e94475	11978628935	dg.ANV0/c09e2e9a-23aa-4340-982b-49e73ddc712b
GTEX-14BIM-0006-SM-5O9AA	GTEX-14BIM-0006-SM-5O9AA.Aligned.sortedByCoord.out.patched.md.bam	fdde623bad4d7e6f82745899eed904d5	7474947964	dg.ANV0/194d18a1-4e66-4dc6-b16a-1f43cc10d3d9
GTEX-14BIN-0005-SM-5N9FE	GTEX-14BIN-0005-SM-5N9FE.Aligned.sortedByCoord.out.patched.md.bam	8c36159af732f13e936879915bb36e9c	7242848005	dg.ANV0/f27f0c35-d382-4c5a-8e7a-d28975289540
GTEX-14BMU-0006-SM-5MR3T	GTEX-14BMU-0006-SM-5MR3T.Aligned.sortedByCoord.out.patched.md.bam	317854d857adc124e9cd3ee3f4919765	7339033029	dg.ANV0/de24bceb-f483-4f1c-aac8-6bda8b3a0bcf
GTEX-14BMV-0005-SM-5NQ6Y	GTEX-14BMV-0005-SM-5NQ6Y.Aligned.sortedByCoord.out.patched.md.bam	e5c0adae796b310a7f8b7131e67db4b2	6203325690	dg.ANV0/93053c8f-d159-46ee-9702-689079005959
GTEX-14C38-0006-SM-5NQBF	GTEX-14C38-0006-SM-5NQBF.Aligned.sortedByCoord.out.patched.md.bam	f0865cf11d43d666606d65ef7a15ef2c	8638693802	dg.ANV0/e6d7142b-fbfc-48ee-a8bd-13b2686adb8d
GTEX-14C39-0005-SM-5NQBR	GTEX-14C39-0005-SM-5NQBR.Aligned.sortedByCoord.out.patched.md.bam	a25b681efbb4c7a0e90c0d348aaeaf14	10079120553	dg.ANV0/79f6ae0f-5b2a-4238-a71d-8c91f512157e
GTEX-14C5O-0005-SM-5P9ER	GTEX-14C5O-0005-SM-5P9ER.Aligned.sortedByCoord.out.patched.md.bam	0952cf58f2e2f8eb9b1a0308bfa1dfd8	17576895061	dg.ANV0/057c6328-1b0f-4ee1-8913-1e267ebbec09
GTEX-14DAQ-0005-SM-5NQ7B	GTEX-14DAQ-0005-SM-5NQ7B.Aligned.sortedByCoord.out.patched.md.bam	e8ca8c32d477233f4d1101ddfd874d61	6922009115	dg.ANV0/106bdb19-eb6e-450f-9037-db0df84f47d5
GTEX-14DAR-0006-SM-5N9GC	GTEX-14DAR-0006-SM-5N9GC.Aligned.sortedByCoord.out.patched.md.bam	8d42d90af097f08aac2a345243605216	9787305809	dg.ANV0/e73839f0-2b4a-4603-8495-c0942b7c6c98
GTEX-14E1K-0006-SM-5N9DY	GTEX-14E1K-0006-SM-5N9DY.Aligned.sortedByCoord.out.patched.md.bam	e0da958117a7d0c03b141aa912c9a077	9788707881	dg.ANV0/ff547cd8-5fcb-4085-8396-56d354d8a6ec
GTEX-14E6C-0005-SM-5O98N	GTEX-14E6C-0005-SM-5O98N.Aligned.sortedByCoord.out.patched.md.bam	45e85648c6526239b4647eae085a3e3c	6236908798	dg.ANV0/5e043d34-d4bd-465e-b8dc-0bf26c6163de
GTEX-14E6D-0005-SM-5N9D7	GTEX-14E6D-0005-SM-5N9D7.Aligned.sortedByCoord.out.patched.md.bam	56633bb7b4ad7907eaa872bbfe99f08a	6933596683	dg.ANV0/10b77792-872f-4cd7-8495-b558e95de7e4
GTEX-14E6E-0006-SM-5MR5N	GTEX-14E6E-0006-SM-5MR5N.Aligned.sortedByCoord.out.patched.md.bam	4d18e08589108e10e34fef592fe34905	7074008755	dg.ANV0/a715e186-8cab-4fac-bd27-35877b79d990
GTEX-14E7W-0006-SM-5N9GG	GTEX-14E7W-0006-SM-5N9GG.Aligned.sortedByCoord.out.patched.md.bam	997bc879777b33dc02264165f786f5da	8488636782	dg.ANV0/15a393ef-8cee-4bf9-92f2-227ab1c954cf
GTEX-14H4A-0006-SM-5N9E3	GTEX-14H4A-0006-SM-5N9E3.Aligned.sortedByCoord.out.patched.md.bam	02d7826ef1d79a360df6ebb784c1ac24	9122246365	dg.ANV0/1446ab6a-a26b-402a-85bf-9ce1d9a98c75
GTEX-14ICK-0006-SM-5NQB5	GTEX-14ICK-0006-SM-5NQB5.Aligned.sortedByCoord.out.patched.md.bam	7d3715e0d4a679181cf1737bdfcb87c9	6739521830	dg.ANV0/2e1e3c79-6459-42dc-8456-886663f5e8d7
GTEX-14ICL-0006-SM-5SIAB	GTEX-14ICL-0006-SM-5SIAB.Aligned.sortedByCoord.out.patched.md.bam	28f02877a7266916f62d8f4217001788	6265872095	dg.ANV0/07632692-7e7c-477f-b45e-008e20ae4489
GTEX-14JFF-0005-SM-7P8RF	GTEX-14JFF-0005-SM-7P8RF.Aligned.sortedByCoord.out.patched.md.bam	a2632cc6f50b06e13288fe49ba1006f9	7327987849	dg.ANV0/a2b604e4-67c9-4569-abcf-348f4019b00d
GTEX-14JG1-0006-SM-7SB6P	GTEX-14JG1-0006-SM-7SB6P.Aligned.sortedByCoord.out.patched.md.bam	5a14daa056c064e75e919426f0769645	6650143692	dg.ANV0/2d6af594-cde5-4c7e-9eb3-3344d4116ae5
GTEX-14JG6-0005-SM-9JGFV	GTEX-14JG6-0005-SM-9JGFV.Aligned.sortedByCoord.out.patched.md.bam	6834018d7c7863f8a7219a8180d2dffd	6128439416	dg.ANV0/91007cdf-d955-4cfa-ad99-3e22b9c84e99
GTEX-14JIY-0005-SM-7MXVF	GTEX-14JIY-0005-SM-7MXVF.Aligned.sortedByCoord.out.patched.md.bam	2a4f508a6896bf76c48d354bd3f4e351	9632447618	dg.ANV0/b8a7f93e-eb61-4b80-b186-e7eab49daa63
GTEX-14LLW-0006-SM-9QEGG	GTEX-14LLW-0006-SM-9QEGG.Aligned.sortedByCoord.out.patched.md.bam	23b38cf19b778abee6c2c40750349d0c	6631710731	dg.ANV0/5642269f-489f-4fd8-8d11-10bcb9eb504f
GTEX-14LZ3-0005-SM-7MXUG	GTEX-14LZ3-0005-SM-7MXUG.Aligned.sortedByCoord.out.patched.md.bam	4bd7aa6467e5dd465b56d0998107c18d	6714243455	dg.ANV0/81a4331b-0cb0-4908-9750-0a558b3d4f3c
GTEX-14PHW-0005-SM-9KNTK	GTEX-14PHW-0005-SM-9KNTK.Aligned.sortedByCoord.out.patched.md.bam	1e1a36afefce77f7a7bdb451ae0cba84	7833654965	dg.ANV0/cc4d2f85-717a-45c3-bd2b-d6de8c1cf745
GTEX-14PHY-0006-SM-7SB7I	GTEX-14PHY-0006-SM-7SB7I.Aligned.sortedByCoord.out.patched.md.bam	e885cba5ae37d7945ed5d1481e173ab7	6670987799	dg.ANV0/4c904448-8e45-4ba0-866f-cce48fbdcb45
GTEX-14PII-0005-SM-7RHFV	GTEX-14PII-0005-SM-7RHFV.Aligned.sortedByCoord.out.patched.md.bam	539dc2b1cc09a454f6797ce3de3710d1	7943037964	dg.ANV0/aef3210c-fdf8-4958-bf8e-6a9d6dccc059
GTEX-14PJ2-0005-SM-9JGFU	GTEX-14PJ2-0005-SM-9JGFU.Aligned.sortedByCoord.out.patched.md.bam	65aa39ee0c519c681ec3ade65fea4305	6058267088	dg.ANV0/610be29b-8164-4216-a7c1-34b51a4b075e
GTEX-14PJ3-0005-SM-9JGFT	GTEX-14PJ3-0005-SM-9JGFT.Aligned.sortedByCoord.out.patched.md.bam	b807831a12ff4ce3369feb54f66b637e	6772346190	dg.ANV0/788b0d17-6ff9-4e85-8463-889a42c17dc0
GTEX-14PJ4-0006-SM-7RHFY	GTEX-14PJ4-0006-SM-7RHFY.Aligned.sortedByCoord.out.patched.md.bam	2f7187e8424d5b26af791c727046be1f	5737886675	dg.ANV0/dbad863a-b22d-4254-8f8a-5423f3ae3e1b
GTEX-14PJ5-0005-SM-9MQLO	GTEX-14PJ5-0005-SM-9MQLO.Aligned.sortedByCoord.out.patched.md.bam	c643a26d2e13f2c27907525c037ad26c	4057509441	dg.ANV0/e983c108-b3ff-4e43-85ce-977c9dad57bf
GTEX-14PJ6-0006-SM-7P8RE	GTEX-14PJ6-0006-SM-7P8RE.Aligned.sortedByCoord.out.patched.md.bam	60ad219f898784f50cffc43bb4a66408	6046780186	dg.ANV0/0be8633f-09eb-4959-9309-9236893be536
GTEX-14PJM-0006-SM-9JGHA	GTEX-14PJM-0006-SM-9JGHA.Aligned.sortedByCoord.out.patched.md.bam	e0d71037b1efe797f62e2e509e93cdcf	7569248582	dg.ANV0/66e253eb-26ef-46b1-81a0-adf641d975a7
GTEX-14PJN-0005-SM-9JGGF	GTEX-14PJN-0005-SM-9JGGF.Aligned.sortedByCoord.out.patched.md.bam	dc56d9e247ce70521671d567c089291e	5669864072	dg.ANV0/d8f8f69f-356c-4e76-8128-792669e3b69f
GTEX-14PJO-0005-SM-9JGGY	GTEX-14PJO-0005-SM-9JGGY.Aligned.sortedByCoord.out.patched.md.bam	1f1bcacf9110dd744bc51628d9d62ead	7861978754	dg.ANV0/e416ee0f-2bf9-46a8-a627-07461438f5af
GTEX-14PJP-0005-SM-7P8OM	GTEX-14PJP-0005-SM-7P8OM.Aligned.sortedByCoord.out.patched.md.bam	7dc48e85ee4975dbd54e87b463bdb03c	6783694988	dg.ANV0/02a27b11-d04d-40dc-b619-1378585013fe
GTEX-14PK6-0006-SM-7PC1L	GTEX-14PK6-0006-SM-7PC1L.Aligned.sortedByCoord.out.patched.md.bam	b1a5326d5600cfb7bd4cb24f829b8181	9710218493	dg.ANV0/9dc36e10-e639-4c0c-bb7f-7ace6f32271f
GTEX-14PKU-0005-SM-9KNTL	GTEX-14PKU-0005-SM-9KNTL.Aligned.sortedByCoord.out.patched.md.bam	889e31b1dec708931576096c0dfe1908	6559533382	dg.ANV0/ba30ac7a-07ed-4794-b1c9-492fe5a00eb8
GTEX-14PKV-0006-SM-9MQL3	GTEX-14PKV-0006-SM-9MQL3.Aligned.sortedByCoord.out.patched.md.bam	a21cf2d1446f7d880e2bc7ef6e5d8c69	3734945214	dg.ANV0/a84bf145-842a-46de-b506-9b553606f4a1
GTEX-14PN3-0006-SM-7SB6O	GTEX-14PN3-0006-SM-7SB6O.Aligned.sortedByCoord.out.patched.md.bam	284c58bb3bc8b7495a0a5fdf00e59e76	5622457994	dg.ANV0/4e3dfea5-bfd6-4891-909f-974cb6aff808
GTEX-14PN4-0005-SM-7PC21	GTEX-14PN4-0005-SM-7PC21.Aligned.sortedByCoord.out.patched.md.bam	be6a622ac0abf348fdf893cd62d354d4	7356806523	dg.ANV0/326a4308-fcc0-4364-a86e-b4c4789625db
GTEX-14PQA-0006-SM-7PC2D	GTEX-14PQA-0006-SM-7PC2D.Aligned.sortedByCoord.out.patched.md.bam	7a5976923fd5cbb7e14358a4ed6b5bfd	6150879841	dg.ANV0/56c875e9-41d7-4d59-94d4-6103c59fe7a3
GTEX-14XAO-0006-SM-7RHFX	GTEX-14XAO-0006-SM-7RHFX.Aligned.sortedByCoord.out.patched.md.bam	26e1b9e714d758f18e948495c7a4b343	6041516113	dg.ANV0/7c8223fc-43cf-4063-a75b-a5bc086640cd
GTEX-15CHC-0006-SM-7P8RG	GTEX-15CHC-0006-SM-7P8RG.Aligned.sortedByCoord.out.patched.md.bam	29efd580795e20dd740f9af2fbbd6db5	6552344603	dg.ANV0/9ed89887-cde5-429c-841e-858ef8fcaf9e
GTEX-15CHQ-0005-SM-7P8RH	GTEX-15CHQ-0005-SM-7P8RH.Aligned.sortedByCoord.out.patched.md.bam	d08c8de797c42e37974fd4f7cf77a699	7302483303	dg.ANV0/11b2583b-ad4b-4536-a943-81c085208a3e
GTEX-15CHR-0005-SM-9KNUS	GTEX-15CHR-0005-SM-9KNUS.Aligned.sortedByCoord.out.patched.md.bam	aad49a030d74fa030f38f8018b879b84	7393458843	dg.ANV0/8c9374a2-1e8e-4a0c-8baf-46c4cc3bec14
GTEX-15D1Q-0006-SM-9KNTN	GTEX-15D1Q-0006-SM-9KNTN.Aligned.sortedByCoord.out.patched.md.bam	e8e26e96f5396ef973dfd22e0e57f841	5865955050	dg.ANV0/8a966b08-1778-4c8c-8e28-992a4705e6bf
GTEX-15D79-0005-SM-7P8TS	GTEX-15D79-0005-SM-7P8TS.Aligned.sortedByCoord.out.patched.md.bam	800811d6226cefe5f5f626b2cd5a19df	6698632271	dg.ANV0/c9426de7-803e-4a80-bbff-a5856c962e7d
GTEX-15DCD-0006-SM-7RHG4	GTEX-15DCD-0006-SM-7RHG4.Aligned.sortedByCoord.out.patched.md.bam	67846b67eb95091073c06e4e28d542ad	5236871508	dg.ANV0/3363ca86-cff1-4d69-a8f7-c26ea1c78419
GTEX-15DCE-0005-SM-7SB7J	GTEX-15DCE-0005-SM-7SB7J.Aligned.sortedByCoord.out.patched.md.bam	562f75a9523d91d3b789ff1c3b30d8b6	9039330179	dg.ANV0/139c120c-f8be-4971-96d7-3805e42c9e58
GTEX-15DYW-0006-SM-7RHFR	GTEX-15DYW-0006-SM-7RHFR.Aligned.sortedByCoord.out.patched.md.bam	1317e7adde07bbce2631a666d883dc42	5659915827	dg.ANV0/4e5fea6c-b06d-4695-8df0-f1dc2124f42a
GTEX-15DZA-0005-SM-9JGFP	GTEX-15DZA-0005-SM-9JGFP.Aligned.sortedByCoord.out.patched.md.bam	bcde53c0cc49cb124e6e2fe26887a289	6858486079	dg.ANV0/0825b8a9-0848-48b5-aa15-73bd8ec68cda
GTEX-15EO6-0005-SM-7PBZC	GTEX-15EO6-0005-SM-7PBZC.Aligned.sortedByCoord.out.patched.md.bam	a790af335d360597269286e1306c29f3	8563986196	dg.ANV0/17d50d50-1f07-4cfc-b4b6-1bb139f58cdc
GTEX-15ETS-0005-SM-9KNTJ	GTEX-15ETS-0005-SM-9KNTJ.Aligned.sortedByCoord.out.patched.md.bam	c2dc63376f4e4fef8dd045eec7fb1e62	6794121464	dg.ANV0/8f3dc423-2792-47b0-8476-f8f32406b71a
GTEX-15EU6-0005-SM-7P8RJ	GTEX-15EU6-0005-SM-7P8RJ.Aligned.sortedByCoord.out.patched.md.bam	3bc0e33bd928e51456fe1cec85041f04	6800487327	dg.ANV0/7f548bf9-4fdf-44fb-869d-afaeb916ad87
GTEX-15G19-0006-SM-9KNW6	GTEX-15G19-0006-SM-9KNW6.Aligned.sortedByCoord.out.patched.md.bam	f958849e8bad0dc8afaa0a9c9b5641c1	7215143391	dg.ANV0/0f2f7b49-aad2-4a2e-b4f7-6a2ef81a27c4
GTEX-15G1A-0006-SM-7PC1Z	GTEX-15G1A-0006-SM-7PC1Z.Aligned.sortedByCoord.out.patched.md.bam	fc6efaa190872e03883eb969a758caea	5401904874	dg.ANV0/90eabffc-33aa-424f-8d30-02e865a136fc
GTEX-15RIE-0006-SM-7MKF8	GTEX-15RIE-0006-SM-7MKF8.Aligned.sortedByCoord.out.patched.md.bam	efdb43cec6cf744757a1a7599a1270d8	6868117250	dg.ANV0/ce742be6-3dd4-4caf-8984-f5ace832660b
GTEX-15RIF-0005-SM-7RHGH	GTEX-15RIF-0005-SM-7RHGH.Aligned.sortedByCoord.out.patched.md.bam	eeb4fd89d65b1926cc96712d0e4f631e	5228883539	dg.ANV0/909ad5af-5897-47cc-bc13-6df50e562b99
GTEX-15RIG-0006-SM-7PC1N	GTEX-15RIG-0006-SM-7PC1N.Aligned.sortedByCoord.out.patched.md.bam	eb548ab5577729883a5be705093d616f	6086621159	dg.ANV0/3f281d9d-0181-496f-b762-527e5dce517f
GTEX-15RJ7-0006-SM-7RHHM	GTEX-15RJ7-0006-SM-7RHHM.Aligned.sortedByCoord.out.patched.md.bam	35ea020b25a87b3b46af89faa578100a	6548899940	dg.ANV0/9dabe40b-80e8-4b19-ad36-81449e255c69
GTEX-15RJE-0006-SM-7PC1J	GTEX-15RJE-0006-SM-7PC1J.Aligned.sortedByCoord.out.patched.md.bam	43bfcff2fd3f94940148029c54e85b48	8774635926	dg.ANV0/2fecf587-5f25-4ec3-8cc4-b9ddb8dec666
GTEX-15SB6-0005-SM-7P8OO	GTEX-15SB6-0005-SM-7P8OO.Aligned.sortedByCoord.out.patched.md.bam	e922be72fb592c43445cabd01efcea20	8912186569	dg.ANV0/3e35482c-a325-49b6-a323-6f49eabcdcca
GTEX-15SDE-0006-SM-7PC19	GTEX-15SDE-0006-SM-7PC19.Aligned.sortedByCoord.out.patched.md.bam	7594ed4a8ade8db8b04e035975a88eee	8082672235	dg.ANV0/893e2ffd-2a57-4572-88fa-16e91ee75ed9
GTEX-16AAH-0005-SM-7P8RD	GTEX-16AAH-0005-SM-7P8RD.Aligned.sortedByCoord.out.patched.md.bam	49b70641db7865bdce1e4bd64e7ed18e	6085999705	dg.ANV0/596cd49e-bf37-4afd-b0b8-5acdfb81ca9f
GTEX-16BQI-0006-SM-7SB6K	GTEX-16BQI-0006-SM-7SB6K.Aligned.sortedByCoord.out.patched.md.bam	b508f12ec54ee888e619d3ef8f43d1f4	5073549282	dg.ANV0/7e530ed1-dc8f-4489-9dec-4c9f16c86afa
GTEX-16MT8-0005-SM-7PBYO	GTEX-16MT8-0005-SM-7PBYO.Aligned.sortedByCoord.out.patched.md.bam	daefa010c058c5a55076c8f08f192eb9	9468232196	dg.ANV0/e2f7f4f4-6d70-4e19-836d-89e6941d6d8c
GTEX-16MT9-0006-SM-7MXTU	GTEX-16MT9-0006-SM-7MXTU.Aligned.sortedByCoord.out.patched.md.bam	7bf0346964881bed12a668610dc608ba	7498416583	dg.ANV0/78783159-ecab-41e1-ae84-2ce9a09188e3
GTEX-16MTA-0005-SM-7RHFT	GTEX-16MTA-0005-SM-7RHFT.Aligned.sortedByCoord.out.patched.md.bam	0d6f92b5005a1f1d21616596b8167d51	5632631511	dg.ANV0/495f4ec0-46fc-4321-a52d-8e067846daaa
GTEX-16NGA-0006-SM-9JGFQ	GTEX-16NGA-0006-SM-9JGFQ.Aligned.sortedByCoord.out.patched.md.bam	aa776b16ea1e586e5cf3d91835423cf5	7380388618	dg.ANV0/29655876-4b16-493c-951f-469a48bb7539
GTEX-16NPV-0005-SM-7PC2F	GTEX-16NPV-0005-SM-7PC2F.Aligned.sortedByCoord.out.patched.md.bam	7abd42111b0dd3c4ec3305fdc82e46db	7087772056	dg.ANV0/c8157bbd-1ee3-4555-aa3a-0dbb1ff4d468
GTEX-16NPX-0005-SM-7MKGG	GTEX-16NPX-0005-SM-7MKGG.Aligned.sortedByCoord.out.patched.md.bam	d292ca4b2fa0f415e64f45545f16ac42	4575989520	dg.ANV0/ac5d7028-74a5-4e21-814b-6d126dfb4ec4
GTEX-16XZY-0006-SM-7SB99	GTEX-16XZY-0006-SM-7SB99.Aligned.sortedByCoord.out.patched.md.bam	99503066fb559e17b95c8beb7377f297	8320018308	dg.ANV0/e4755dce-bd09-476a-9be5-69058eda4a07
GTEX-16XZZ-0006-SM-7MKF5	GTEX-16XZZ-0006-SM-7MKF5.Aligned.sortedByCoord.out.patched.md.bam	d2dcd417124d2fe826169d48d990cf8e	7901956167	dg.ANV0/265ac3af-1337-44a7-a46d-15f45fa9a537
GTEX-16YQH-0006-SM-7P8OQ	GTEX-16YQH-0006-SM-7P8OQ.Aligned.sortedByCoord.out.patched.md.bam	6d22ed08418cac104671b39dbe17da69	7495525759	dg.ANV0/eb71df10-fdc3-4a67-8d6a-202be34c8c85
GTEX-16Z82-0005-SM-7PBXZ	GTEX-16Z82-0005-SM-7PBXZ.Aligned.sortedByCoord.out.patched.md.bam	5b785c7460933d407b5b8803ea395896	7443734959	dg.ANV0/fb7455aa-7299-4806-a913-8ced9ccb2cf7
GTEX-178AV-0005-SM-9JGFM	GTEX-178AV-0005-SM-9JGFM.Aligned.sortedByCoord.out.patched.md.bam	f64335a62c3c1c15694516901d57b088	5468634968	dg.ANV0/a0024cff-faa8-457f-a0bd-cd24fa68d202
GTEX-17EUY-0006-SM-7P8SB	GTEX-17EUY-0006-SM-7P8SB.Aligned.sortedByCoord.out.patched.md.bam	b8b0b8b561d0483aec5d62e6f7173a95	7098779658	dg.ANV0/b97642f1-569a-465c-88a1-b259cd47f695
